ts,message
2025-07-24T03:42:08.8910724Z,Shifting ladder up to start 21.94
2025-07-24T03:42:08.8911772Z,Placing ladder from 21.94
2025-07-24T03:42:08.9847939Z,Shifting ladder up to start 21.95
2025-07-24T03:42:08.9849727Z,Placing ladder from 21.95
2025-07-24T03:42:09.1090740Z,Shifting ladder up to start 21.96
2025-07-24T03:42:09.1092609Z,Placing ladder from 21.96
2025-07-24T03:42:09.1243038Z,Shifting ladder up to start 21.97
2025-07-24T03:42:09.1243498Z,Placing ladder from 21.97
2025-07-24T03:42:09.2810050Z,Shifting ladder up to start 21.98
2025-07-24T03:42:09.2810545Z,Placing ladder from 21.98
2025-07-24T03:42:09.3584974Z,Shifting ladder up to start 21.99
2025-07-24T03:42:09.3587886Z,Placing ladder from 21.99
2025-07-24T03:42:09.3894298Z,Flattening 330 @ market (bid=22.00, vwap=21.90)
2025-07-24T03:42:09.3894829Z,Shifting ladder up to start 22.00
2025-07-24T03:42:09.3895434Z,Placing ladder from 22.00
2025-07-24T03:42:09.5299716Z,Shifting ladder up to start 22.01
2025-07-24T03:42:09.5300271Z,Placing ladder from 22.01
2025-07-24T03:42:09.5452478Z,Shifting ladder up to start 22.02
2025-07-24T03:42:09.5454754Z,Placing ladder from 22.02
2025-07-24T03:42:09.5767780Z,Shifting ladder up to start 22.03
2025-07-24T03:42:09.5768733Z,Placing ladder from 22.03
2025-07-24T03:42:09.6084503Z,Shifting ladder up to start 22.04
2025-07-24T03:42:09.6085728Z,Placing ladder from 22.04
2025-07-24T03:42:09.6714401Z,Shifting ladder up to start 22.05
2025-07-24T03:42:09.6715832Z,Placing ladder from 22.05
2025-07-24T03:42:09.7639706Z,Shifting ladder up to start 22.06
2025-07-24T03:42:09.7640600Z,Placing ladder from 22.06
2025-07-24T03:42:10.0305271Z,Shifting ladder up to start 22.07
2025-07-24T03:42:10.0307887Z,Placing ladder from 22.07
2025-07-24T03:42:10.0463778Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:10.0613036Z,Placing ladder from 22.06
2025-07-24T03:42:10.0779907Z,Shifting ladder up to start 22.07
2025-07-24T03:42:10.0781150Z,Placing ladder from 22.07
2025-07-24T03:42:10.0918741Z,Shifting ladder up to start 22.08
2025-07-24T03:42:10.0919492Z,Placing ladder from 22.08
2025-07-24T03:42:10.1535568Z,Shifting ladder up to start 22.09
2025-07-24T03:42:10.1536106Z,Placing ladder from 22.09
2025-07-24T03:42:10.3893999Z,Shifting ladder up to start 22.10
2025-07-24T03:42:10.3896015Z,Placing ladder from 22.10
2025-07-24T03:42:10.5465649Z,Shifting ladder up to start 22.11
2025-07-24T03:42:10.5466985Z,Placing ladder from 22.11
2025-07-24T03:42:10.6561425Z,Shifting ladder up to start 22.12
2025-07-24T03:42:10.6561975Z,Placing ladder from 22.12
2025-07-24T03:42:10.6715971Z,Shifting ladder up to start 22.12
2025-07-24T03:42:10.6717843Z,Placing ladder from 22.12
2025-07-24T03:42:10.7810257Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:10.7963117Z,Placing ladder from 22.11
2025-07-24T03:42:10.8425049Z,Shifting ladder up to start 22.12
2025-07-24T03:42:10.8425437Z,Placing ladder from 22.12
2025-07-24T03:42:10.8745943Z,Shifting ladder up to start 22.13
2025-07-24T03:42:10.8748226Z,Placing ladder from 22.13
2025-07-24T03:42:10.8900668Z,Shifting ladder up to start 22.14
2025-07-24T03:42:10.8900987Z,Placing ladder from 22.14
2025-07-24T03:42:11.1241407Z,Shifting ladder up to start 22.15
2025-07-24T03:42:11.1242435Z,Placing ladder from 22.15
2025-07-24T03:42:11.3579435Z,Shifting ladder up to start 22.16
2025-07-24T03:42:11.3580375Z,Placing ladder from 22.16
2025-07-24T03:42:11.4663986Z,Shifting ladder up to start 22.17
2025-07-24T03:42:11.4664456Z,Placing ladder from 22.17
2025-07-24T03:42:11.4975973Z,Shifting ladder up to start 22.18
2025-07-24T03:42:11.4976964Z,Placing ladder from 22.18
2025-07-24T03:42:11.6857060Z,Shifting ladder up to start 22.19
2025-07-24T03:42:11.6858699Z,Placing ladder from 22.19
2025-07-24T03:42:11.9826772Z,Shifting ladder up to start 22.20
2025-07-24T03:42:11.9827222Z,Placing ladder from 22.20
2025-07-24T03:42:12.0141996Z,Shifting ladder up to start 22.21
2025-07-24T03:42:12.0143260Z,Placing ladder from 22.21
2025-07-24T03:42:12.0446514Z,Shifting ladder up to start 22.22
2025-07-24T03:42:12.0449031Z,Placing ladder from 22.22
2025-07-24T03:42:12.3736691Z,Shifting ladder up to start 22.23
2025-07-24T03:42:12.3739377Z,Placing ladder from 22.23
2025-07-24T03:42:12.4843581Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:12.5001319Z,Placing ladder from 22.22
2025-07-24T03:42:12.5306281Z,Shifting ladder up to start 22.23
2025-07-24T03:42:12.5306920Z,Placing ladder from 22.23
2025-07-24T03:42:12.5929801Z,Shifting ladder up to start 22.24
2025-07-24T03:42:12.5930630Z,Placing ladder from 22.24
2025-07-24T03:42:12.6092612Z,Shifting ladder up to start 22.25
2025-07-24T03:42:12.6093535Z,Placing ladder from 22.25
2025-07-24T03:42:12.6565159Z,Flattening 208 @ market (bid=22.26, vwap=22.16)
2025-07-24T03:42:12.6566330Z,Shifting ladder up to start 22.26
2025-07-24T03:42:12.6567606Z,Placing ladder from 22.26
2025-07-24T03:42:13.1873167Z,Shifting ladder up to start 22.27
2025-07-24T03:42:13.1873959Z,Placing ladder from 22.27
2025-07-24T03:42:13.2032741Z,Shifting ladder up to start 22.27
2025-07-24T03:42:13.2034753Z,Placing ladder from 22.27
2025-07-24T03:42:13.3279295Z,Shifting ladder up to start 22.28
2025-07-24T03:42:13.3281879Z,Placing ladder from 22.28
2025-07-24T03:42:13.6085570Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:13.6248569Z,Placing ladder from 22.26
2025-07-24T03:42:13.6398038Z,Shifting ladder up to start 22.27
2025-07-24T03:42:13.6399578Z,Placing ladder from 22.27
2025-07-24T03:42:13.7811029Z,Shifting ladder up to start 22.28
2025-07-24T03:42:13.7811431Z,Placing ladder from 22.28
2025-07-24T03:42:13.8123129Z,Shifting ladder down to start 22.27
2025-07-24T03:42:13.8124661Z,Placing ladder from 22.27
2025-07-24T03:42:13.9989433Z,Shifting ladder down to start 22.26
2025-07-24T03:42:13.9990548Z,Placing ladder from 22.26
2025-07-24T03:42:14.0303452Z,Shifting ladder up to start 22.27
2025-07-24T03:42:14.0304508Z,Placing ladder from 22.27
2025-07-24T03:42:14.0613707Z,Shifting ladder up to start 22.28
2025-07-24T03:42:14.0615977Z,Placing ladder from 22.28
2025-07-24T03:42:14.1083505Z,Shifting ladder down to start 22.27
2025-07-24T03:42:14.1084496Z,Placing ladder from 22.27
2025-07-24T03:42:14.3924452Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:14.4081454Z,Placing ladder from 22.26
2025-07-24T03:42:14.4551553Z,Shifting ladder up to start 22.27
2025-07-24T03:42:14.4551989Z,Placing ladder from 22.27
2025-07-24T03:42:14.4865617Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:14.5021156Z,Placing ladder from 22.26
2025-07-24T03:42:14.6923369Z,Shifting ladder up to start 22.27
2025-07-24T03:42:14.6924049Z,Placing ladder from 22.27
2025-07-24T03:42:14.8006943Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:14.8167872Z,Placing ladder from 22.27
2025-07-24T03:42:14.8786271Z,Shifting ladder up to start 22.28
2025-07-24T03:42:14.8786983Z,Placing ladder from 22.28
2025-07-24T03:42:14.9539669Z,Shifting ladder up to start 22.29
2025-07-24T03:42:14.9540916Z,Placing ladder from 22.29
2025-07-24T03:42:15.0171793Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:15.0335534Z,Placing ladder from 22.27
2025-07-24T03:42:15.4859688Z,Shifting ladder up to start 22.28
2025-07-24T03:42:15.4860155Z,Placing ladder from 22.28
2025-07-24T03:42:15.5335260Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T03:42:15.5494200Z,Placing ladder from 22.27
2025-07-24T03:42:15.6114730Z,Shifting ladder up to start 22.28
2025-07-24T03:42:15.6115860Z,Placing ladder from 22.28
2025-07-24T03:42:16.5788908Z,Shifting ladder up to start 22.29
2025-07-24T03:42:16.5789298Z,Placing ladder from 22.29
2025-07-24T03:42:17.3732113Z,Shifting ladder up to start 22.30
2025-07-24T03:42:17.3735093Z,Placing ladder from 22.30
